resId;en;ru
DocStr16176;"ascii16 — строка длиной 16 байт, состоящая из ASCII-символов(цифр и прописных и строчных латинских букв); неиспользуемая часть строки заполняется нулевыми байтами";"ascii16 — строка длиной 16 байт, состоящая из ASCII-символов(цифр и прописных и строчных латинских букв); неиспользуемая часть строки заполняется нулевыми байтами"
DocStr16177;"ascii16 — строка длиной 12 байт, состоящая из ASCII-символов(цифр и прописных и строчных латинских букв); неиспользуемая часть строки заполняется нулевыми байтами";"ascii16 — строка длиной 12 байт, состоящая из ASCII-символов(цифр и прописных и строчных латинских букв); неиспользуемая часть строки заполняется нулевыми байтами"
DocStr16178;"ascii8 — строка длиной 8 байт, состоящая из ASCII-символов(цифр и прописных и строчных латинских букв); неиспользуемая часть строки заполняется нулевыми байтами";"ascii8 — строка длиной 8 байт, состоящая из ASCII-символов(цифр и прописных и строчных латинских букв); неиспользуемая часть строки заполняется нулевыми байтами"
DocStr16179;"ascii8 — строка длиной 4 байт, состоящая из ASCII-символов(цифр и прописных и строчных латинских букв); неиспользуемая часть строки заполняется нулевыми байтами";"ascii8 — строка длиной 4 байт, состоящая из ASCII-символов(цифр и прописных и строчных латинских букв); неиспользуемая часть строки заполняется нулевыми байтами"
DocStr16180;4-байтное целое число, выражающее количество секунд от начала эпохи Unix;4-байтное целое число, выражающее количество секунд от начала эпохи Unix
DocStr16181;количество секунд от начала эпохи Unix;количество секунд от начала эпохи Unix
DocStr16182;8-байтное целое число, выражающее количество наносекунд от начала эпохи Unix;8-байтное целое число, выражающее количество наносекунд от начала эпохи Unix
DocStr16183;количество наносекунд от начала эпохи Unix;количество наносекунд от начала эпохи Unix
DocStr16184;8-байтное целое число, выражающее количество миллисекунд от начала эпохи Unix;8-байтное целое число, выражающее количество миллисекунд от начала эпохи Unix
DocStr16185;количество миллисекунд от начала эпохи Unix;количество миллисекунд от начала эпохи Unix
DocStr16186;8-байтное целочисленное представление десятичной дроби, умноженной на 10^2;8-байтное целочисленное представление десятичной дроби, умноженной на 10^2
DocStr16189;целочисленное представление десятичной дроби, умноженной на 10^2;целочисленное представление десятичной дроби, умноженной на 10^2
DocStr16190;8-байтное целочисленное представление десятичной дроби, умноженной на 10^8;8-байтное целочисленное представление десятичной дроби, умноженной на 10^8
DocStr16193;целочисленное представление десятичной дроби, умноженной на 10^8;целочисленное представление десятичной дроби, умноженной на 10^8
DocStr16194;decn — последовательность из 9 байт, из которых первые 8 байт являются целочисленным представлением десятичной дроби, умноженной на 10^N, при этом N указано в последнем байте последовательности и его значение должно быть в диапазоне от 0 до 8;decn — последовательность из 9 байт, из которых первые 8 байт являются целочисленным представлением десятичной дроби, умноженной на 10^N, при этом N указано в последнем байте последовательности и его значение должно быть в диапазоне от 0 до 8
DocStr16195;Степень;Степень
DocStr16196;Network configuration;Network configuration
DocStr16197;Game;Game
DocStr16198;Production;Production
DocStr16199;All available;All available
DocStr16200;Instruments (incremental);Instruments (incremental)
DocStr16201;Instruments (snapshot);Instruments (snapshot)
DocStr16202;Best prices (incremental);Best prices (incremental)
DocStr16203;Best prices (snapshot);Best prices (snapshot)
DocStr16204;Order book (incremental);Order book (incremental)
DocStr16205;Order book (snapshot);Order book (snapshot)
DocStr16206;Commons (incremental);Commons (incremental)
DocStr16207;Commons (snapshot);Commons (snapshot)
DocStr16208;Entrance server address;Entrance server address
DocStr16209;Instrument catalog url template;Instrument catalog url template
DocStr16210;Config name;Config name
DocStr16211;Get config by name;Get config by name
DocStr16212;Spb exchange (binary protocol) message adapter;Spb exchange (binary protocol) message adapter
DocStr16213;Enable suspend mode (enqueue non ordered messages);Enable suspend mode (enqueue non ordered messages)
DocStr16214;Ignore limits;Ignore limits
DocStr16215;Market on close;Market on close
DocStr16216;Market or better;Market or better
DocStr16217;Market no wait;Market no wait
DocStr16218;Limit on close;Limit on close
DocStr16219;Stop-limit;Stop-limit
DocStr16220;Limit or better;Limit or better
DocStr16221;Limit no wait;Limit no wait
DocStr16222;Not wait;Not wait
DocStr16223;On close;On close
DocStr16224;Pegged;Pegged
DocStr16225;Server stop;Server stop
DocStr16226;Server stop-limit;Server stop-limit
DocStr16227;Trailing stop volume;Trailing stop volume
DocStr16228;Asset type;Asset type
DocStr16229;The module of the connection access check based on the StockSharp authorization;The module of the connection access check based on the StockSharp authorization
DocStr16230;Create community adapter;Create community adapter
DocStr16231;Transactinal adapter;Transactinal adapter
DocStr16232;Send message but do not wait for reponse;Send message but do not wait for reponse
DocStr16233;Send message and wait for response;Send message and wait for response
DocStr16234;The client for access to products service;The client for access to products service
DocStr16235;Balance top up;Balance top up
DocStr16236;Trial verification procedure;Trial verification procedure
DocStr16237;Ping;Ping
DocStr16238;Temporarily change active user;Temporarily change active user
DocStr16239;Share file;Share file
DocStr16240;The interface describing a client for access to licenses;The interface describing a client for access to licenses
DocStr16241;Request license;Request license
DocStr16242;Licenses;Licenses
DocStr16243;Find license features;Find license features
DocStr16244;Only own;Only own
DocStr16245;License features;License features
DocStr16246;Create new features;Create new features
DocStr16247;The interface describing a client for access to notifications;The interface describing a client for access to notifications
DocStr16248;The interface describing a client for access to products;The interface describing a client for access to products
DocStr16249;Comment;Comment
DocStr16250;Feedback and message identifiers;Feedback and message identifiers
DocStr16251;Send bug report for specified product;Send bug report for specified product
DocStr16252;Report and message identifiers;Report and message identifiers
DocStr16253;To get products;To get products
DocStr16254;To get all available product categories;To get all available product categories
DocStr16255;All available product categories;All available product categories
DocStr16256;Request trial;Request trial
DocStr16257;Request refund;Request refund
DocStr16258;Publish release notes;Publish release notes
DocStr16259;Release notes;Release notes
DocStr16260;Update stub versions;Update stub versions
DocStr16261;E-mail address;E-mail address
DocStr16262;Минимально;Минимально
DocStr16263;Максимально;Максимально
DocStr16264;Код юниона;Код юниона
DocStr16265;Прибыль-убыток общий;Прибыль-убыток общий
DocStr16266;Размер требуемого ГО FORTS (рассчитанный биржей);Размер требуемого ГО FORTS (рассчитанный биржей)
DocStr16267;Плановый риск (размер начальных требований);Плановый риск (размер начальных требований)
DocStr16268;Размер минимальных требований;Размер минимальных требований
DocStr16269;Нереализованная прибыль-убыток;Нереализованная прибыль-убыток
DocStr16270;Наименование денежного раздела;Наименование денежного раздела
DocStr16271;Сумма плановых покупок;Сумма плановых покупок
DocStr16272;Сумма плановых продаж;Сумма плановых продаж
DocStr16273;Фин. результат последнего клиринга;Фин. результат последнего клиринга
DocStr16274;Вклад в плановое обеспечение;Вклад в плановое обеспечение
DocStr16275;Балансовая цена;Балансовая цена
DocStr16276;Нереализованные прибыли/убытки;Нереализованные прибыли/убытки
DocStr16277;Прибыль/убыток общий;Прибыль/убыток общий
DocStr16278;Внебиржевая/Адресная;Внебиржевая/Адресная
DocStr16279;Прокси;Прокси
DocStr16280;Использовать прокси;Использовать прокси
DocStr16281;Тип протокола, который использует прокси;Тип протокола, который использует прокси
DocStr16282;Логин (если прокси требует авторизацию);Логин (если прокси требует авторизацию)
DocStr16283;Пароль (если прокси требует авторизацию);Пароль (если прокси требует авторизацию)
DocStr16284;Финам демо сервер. IP адрес tr1-demo5.finam.ru, порт 3939;Финам демо сервер. IP адрес tr1-demo5.finam.ru, порт 3939
DocStr16285;Финам боевой сервер 1. IP адрес tr1.finam.ru, порт 3900;Финам боевой сервер 1. IP адрес tr1.finam.ru, порт 3900
DocStr16286;Финам боевой сервер 2. IP адрес tr2.finam.ru, порт 3900;Финам боевой сервер 2. IP адрес tr2.finam.ru, порт 3900
DocStr16287;Финам HFT сервер. Адрес hft.finam.ru, порт 3900;Финам HFT сервер. Адрес hft.finam.ru, порт 3900
DocStr16288;Финам банк сервер 1. Адрес tr1.finambank.ru, порт 3324;Финам банк сервер 1. Адрес tr1.finambank.ru, порт 3324
DocStr16289;Финам банк сервер 2. Адрес tr1.finambank.ru, порт 3324;Финам банк сервер 2. Адрес tr1.finambank.ru, порт 3324
DocStr16290;Полный путь к dll файлу, содержащее Transaq API. По-умолчанию равно txmlconnector.dll;Полный путь к dll файлу, содержащее Transaq API. По-умолчанию равно txmlconnector.dll
DocStr16291;Передавать ли данные для фондового рынка;Передавать ли данные для фондового рынка
DocStr16292;Подключаться ли к HFT серверу Финам;Подключаться ли к HFT серверу Финам
DocStr16293;Период агрегирования данных на сервере Transaq;Период агрегирования данных на сервере Transaq
DocStr16294;Путь к логам коннектора;Путь к логам коннектора
DocStr16295;Лучшая цена покупки;Лучшая цена покупки
DocStr16296;Лучшая цена покупки или сделка по заданной цене и выше;Лучшая цена покупки или сделка по заданной цене и выше
DocStr16297;Лучшая цена продажи;Лучшая цена продажи
DocStr16298;Лучшая цена продажи или сделка по заданной цене и ниже;Лучшая цена продажи или сделка по заданной цене и ниже
DocStr16299;Время выставления заявки на Биржу;Время выставления заявки на Биржу
DocStr16300;Обеспеченность ниже заданной;Обеспеченность ниже заданной
DocStr16301;Обеспеченность выше заданной;Обеспеченность выше заданной
DocStr16302;Сделка на рынке по заданной цене или выше;Сделка на рынке по заданной цене или выше
DocStr16303;Сделка на рынке по заданной цене или ниже;Сделка на рынке по заданной цене или ниже
DocStr16304;Условие действительности заявки;Условие действительности заявки
DocStr16305;Немедленно;Немедленно
DocStr16306;Объем (абсолютное значение или в процентах);Объем (абсолютное значение или в процентах)
DocStr16307;Использовать кредит;Использовать кредит
DocStr16308;Выставить заявку по рынку;Выставить заявку по рынку
DocStr16309;Объем. Абсолютное значение, или в процентах;Объем. Абсолютное значение, или в процентах
DocStr16310;Условие;Условие
DocStr16311;Цена для заявки, либо обеспеченность в процентах;Цена для заявки, либо обеспеченность в процентах
DocStr16312;С какого момента времени действительна;С какого момента времени действительна
DocStr16313;До какого момента времени действительна;До какого момента времени действительна
DocStr16314;Multileg instuments;Multileg instuments
DocStr16315;Orders and Trades: Day order;Orders and Trades: Day order
DocStr16316;Orders and Trades: IOC order;Orders and Trades: IOC order
DocStr16317;Orders and Trades: OTC order or OTC trade;Orders and Trades: OTC order or OTC trade
DocStr16318;Trades: Position transfer trade;Trades: Position transfer trade
DocStr16319;Orders: Client collateral was not checked while adding order;Orders: Client collateral was not checked while adding order
DocStr16320;Orders: Do not check limits for options;Orders: Do not check limits for options
DocStr16321;Orders: FOK order;Orders: FOK order
DocStr16322;Orders: The record results from replacing the order;Orders: The record results from replacing the order
DocStr16323;Orders: The record results from cancelling the order;Orders: The record results from cancelling the order
DocStr16324;Orders: The record results from mass cancelling;Orders: The record results from mass cancelling
DocStr16325;Trades: Clearing session trade;Trades: Clearing session trade
DocStr16326;Trades: Negotiated trade;Trades: Negotiated trade
DocStr16327;Trades: Multi leg trade;Trades: Multi leg trade
DocStr16328;Orders: Flag of cancelling the left balance of the order because of a cross-trade;Orders: Flag of cancelling the left balance of the order because of a cross-trade
DocStr16329;Orders: The record results from cancelling an order via 'Cancel on Disconnect' service;Orders: The record results from cancelling an order via 'Cancel on Disconnect' service
DocStr16330;Orders: The record results from cancelling an order via 'User Kill Switch' service;Orders: The record results from cancelling an order via 'User Kill Switch' service
DocStr16331;Orders and Trades: National Clearing Center request;Orders and Trades: National Clearing Center request
DocStr16332;Orders: The record results from cancelling an order via 'OrderMassCancelByBFLimitRequest';Orders: The record results from cancelling an order via 'OrderMassCancelByBFLimitRequest'
DocStr16333;Orders and Trades: The record are formed in the process of liquidation netting;Orders and Trades: The record are formed in the process of liquidation netting
DocStr16334;Trades: Flag of aggressive side;Trades: Flag of aggressive side
DocStr16335;Trades: Flag of passive side;Trades: Flag of passive side
DocStr16336;Orders: Flag of the synthetic order;Orders: Flag of the synthetic order
DocStr16337;Orders and Trades: Iceberg order;Orders and Trades: Iceberg order
DocStr16338;Orders: The record results from disclosing of Iceberg order;Orders: The record results from disclosing of Iceberg order
DocStr16339;Do not check limits for options;Do not check limits for options
DocStr16340;National Clearing Center request;National Clearing Center request
DocStr16341;������� ��������� ��� TWIME ���������;������� ��������� ��� TWIME ���������
DocStr16346;Candles settings;Candles settings
DocStr16347;Allow user to add new chart area;Allow user to add new chart area
DocStr16348;Allow user to add new chart axis;Allow user to add new chart axis
DocStr16349;Allow user to add new candles elements;Allow user to add new candles elements
DocStr16350;Allow user to add new indicator elements;Allow user to add new indicator elements
DocStr16351;Allow user to add new orders elements;Allow user to add new orders elements
DocStr16352;Allow user to add new own trades elements;Allow user to add new own trades elements
DocStr16353;Chart main security;Chart main security
DocStr16354;Chart main candle series;Chart main candle series
DocStr16355;The event indicates that chart's main security was changed;The event indicates that chart's main security was changed
DocStr16356;Line;Line
DocStr16357;Pointer;Pointer
DocStr16358;Area;Area
DocStr16359;Horizontal line;Horizontal line
DocStr16360;Vertical line;Vertical line
DocStr16361;Ruler;Ruler
DocStr16362;Chart area;Chart area
DocStr16363;Chart;Chart
DocStr16364;Chart area name;Chart area name
DocStr16365;By default;By default
DocStr16366;On the right;On the right
DocStr16367;On the left;On the left
DocStr16368;On top;On top
DocStr16369;Bottom;Bottom
DocStr16370;Time without breaks;Time without breaks
DocStr16371;Number;Number
DocStr16372;Axis location;Axis location
DocStr16373;Whether to use alternative axis alignment;Whether to use alternative axis alignment
DocStr16374;Axis type;Axis type
DocStr16375;Auto range;Auto range
DocStr16376;Flip coordinates;Flip coordinates
DocStr16377;Show main grid lines on the axis;Show main grid lines on the axis
DocStr16378;Show main grid lines;Show main grid lines
DocStr16379;Show extra grid lines on the axis;Show extra grid lines on the axis
DocStr16380;Show extra grid lines;Show extra grid lines
DocStr16381;Show labels on the axis;Show labels on the axis
DocStr16382;Labels format;Labels format
DocStr16383;Japanese candles;Japanese candles
DocStr16384;Bars;Bars
DocStr16385;Line (open);Line (open)
DocStr16386;Line (high);Line (high)
DocStr16387;Line (low);Line (low)
DocStr16388;Line (close);Line (close)
DocStr16389;Cluster profile;Cluster profile
DocStr16390;X0 candle;X0 candle
DocStr16391;Series header that will be shown on chart;Series header that will be shown on chart
DocStr16392;Style of candles rendering;Style of candles rendering
DocStr16393;Body color of decreasing candle;Body color of decreasing candle
DocStr16394;Body color of increasing candle;Body color of increasing candle
DocStr16395;Border color of decreasing candle;Border color of decreasing candle
DocStr16396;Border color of increasing candle;Border color of increasing candle
DocStr16397;Line width (bar or border), with which candle will be drawn on chart;Line width (bar or border), with which candle will be drawn on chart
DocStr16398;Candles rendering smoothing (enabled by default);Candles rendering smoothing (enabled by default)
DocStr16399;Show Y-axis market;Show Y-axis market
DocStr16400;Font color;Font color
DocStr16401;Max volume color;Max volume color
DocStr16402;Cluster text color;Cluster text color
DocStr16403;Cluster color;Cluster color
DocStr16404;Horizontal volume color;Horizontal volume color
DocStr16405;Horizontal volume font color;Horizontal volume font color
DocStr16406;Selected element;Selected element
DocStr16407;Error registering/cancelling order;Error registering/cancelling order
DocStr16408;The order. Can be null to draw just error animation without data;The order. Can be null to draw just error animation without data
DocStr16409;Use this state to draw the order;Use this state to draw the order
DocStr16410;X-axis;X-axis
DocStr16411;Y-axis;Y-axis
DocStr16412;The full series title. If this property is undefined, auto-generated title will be used instead;The full series title. If this property is undefined, auto-generated title will be used instead
DocStr16413;Get generated title;Get generated title
DocStr16414;Auto generate chart element title;Auto generate chart element title
DocStr16415;Style;Style
DocStr16416;Line (no gaps);Line (no gaps)
DocStr16417;Stepped line;Stepped line
DocStr16418;Band;Band
DocStr16419;Dot;Dot
DocStr16420;Bubble;Bubble
DocStr16421;Stacked bar chart;Stacked bar chart
DocStr16422;Dashed line;Dashed line
DocStr16423;Indicator header that will be shown on chart;Indicator header that will be shown on chart
DocStr16424;Line color (bars, etc.), with which it will be drawn on chart;Line color (bars, etc.), with which it will be drawn on chart
DocStr16425;Additional line color (bars, etc.), with which it will be drawn on the chart;Additional line color (bars, etc.), with which it will be drawn on the chart
DocStr16426;Area commands will be executed on;Area commands will be executed on
DocStr16427;A custom {0} to be used in conjunction with the {1}. The {2} allows creation of annotations on mouse-click and drag. See the example of use CreateAnnotationsDynamically in the examples-suite;A custom {0} to be used in conjunction with the {1}. The {2} allows creation of annotations on mouse-click and drag. See the example of use CreateAnnotationsDynamically in the examples-suite
DocStr16428;Defines the YAxisId DependencyProperty;Defines the YAxisId DependencyProperty
DocStr16429;Defines the XAxisId DependencyProperty;Defines the XAxisId DependencyProperty
DocStr16430;Event raised when an annotation is created;Event raised when an annotation is created
DocStr16431;Gets or sets the ID of the Y-Axis which this Annotation is measured against;Gets or sets the ID of the Y-Axis which this Annotation is measured against
DocStr16432;Gets or sets the ID of the X-Axis which this Annotation is measured against;Gets or sets the ID of the X-Axis which this Annotation is measured against
DocStr16433;Gets or sets the type of the annotation to create;Gets or sets the type of the annotation to create
DocStr16434;The type of the annotation;The type of the annotation
DocStr16435;value;value
DocStr16436;Gets or sets a {0} to apply to the annotation being created;Gets or sets a {0} to apply to the annotation being created
DocStr16437;Gets the newly created {0};Gets the newly created {0}
DocStr16438;Called when the IsEnabled property changes on this {0} instance;Called when the IsEnabled property changes on this {0} instance
DocStr16439;Called when [annotation created];Called when [annotation created]
DocStr16440;Called when the Mouse is moved on the parent {0};Called when the Mouse is moved on the parent {0}
DocStr16441;Arguments detailing the mouse move operation;Arguments detailing the mouse move operation
DocStr16442;Called when a Mouse Button is released on the parent {0};Called when a Mouse Button is released on the parent {0}
DocStr16443;Arguments detailing the mouse button operation;Arguments detailing the mouse button operation
DocStr16444;Creates an annotation of the specified Type and applies the style to it;Creates an annotation of the specified Type and applies the style to it
DocStr16445;The Type of annotation to create;The Type of annotation to create
DocStr16446;The style to apply to the annotation;The style to apply to the annotation
DocStr16447;The annotation instance;The annotation instance
DocStr16448;Base class to expose properties and methods for {0} derived types and {1} derived types;Base class to expose properties and methods for {0} derived types and {1} derived types
DocStr16449;Occurs when a property changes in the {0} implementation;Occurs when a property changes in the {0} implementation
DocStr16450;Gets or sets the parent {0} to perform operations on;Gets or sets the parent {0} to perform operations on
DocStr16451;Returns the XAxes on the parent {0};Returns the XAxes on the parent {0}
DocStr16452;Returns the YAxes on the parent {0};Returns the YAxes on the parent {0}
DocStr16453;Gets the primary YAxis instance from the parent {0} collection;Gets the primary YAxis instance from the parent {0} collection
DocStr16454;Gets the primary XAxis instance from the parent {0} collection;Gets the primary XAxis instance from the parent {0} collection
DocStr16455;Gets or sets a {0} container;Gets or sets a {0} container
DocStr16456;Gets the {0} instance on the parent {1}, which acts as a canvas to place UIElements;Gets the {0} instance on the parent {1}, which acts as a canvas to place UIElements
DocStr16457;Gets or sets whether this Element is attached to a parent {0};Gets or sets whether this Element is attached to a parent {0}
DocStr16458;"{0} if this instance is attached; otherwise, {1}";"{0} if this instance is attached; otherwise, {1}"
DocStr16459;Gets the {0} which is the root component for the {1}, containing the XAxis, YAxes, ModifierSurface, RenderSurface and GridLinesPanel;Gets the {0} which is the root component for the {1}, containing the XAxis, YAxes, ModifierSurface, RenderSurface and GridLinesPanel
DocStr16460;Called when the element is attached to the Chart Surface;Called when the element is attached to the Chart Surface
DocStr16461;Called immediately before the element is detached from the Chart Surface;Called immediately before the element is detached from the Chart Surface
DocStr16462;Gets the YAxis {0} instance on the parent {1} at the specified {2};Gets the YAxis {0} instance on the parent {1} at the specified {2}
DocStr16463;Gets the XAxis {0} instance on the parent {1} at the specified {2};Gets the XAxis {0} instance on the parent {1} at the specified {2}
DocStr16464;Raises the {0} which causes the parent {1} to invalidate;Raises the {0} which causes the parent {1} to invalidate
DocStr16465;Gets the TemplateChild by the specified name and casts to type {0}, asserting that the result is not null;Gets the TemplateChild by the specified name and casts to type {0}, asserting that the result is not null
DocStr16466;The Type of the templated part;The Type of the templated part
DocStr16467;Name of the templated part;Name of the templated part
DocStr16468;The template part instance;The template part instance
DocStr16469;Unable to Apply the Control Template. Child is missing or of the wrong type;Unable to Apply the Control Template. Child is missing or of the wrong type
DocStr16470;Raises the PropertyChanged event, as part of {0} implementation;Raises the PropertyChanged event, as part of {0} implementation
DocStr16471;Initializes a new instance of the {0} class;Initializes a new instance of the {0} class
DocStr16472;Defines the Angle DependencyProperty;Defines the Angle DependencyProperty
DocStr16473;Defines by what Angle to rotate AxisDragCursor;Defines by what Angle to rotate AxisDragCursor
DocStr16474;Provides base class for dragging operations on axes;Provides base class for dragging operations on axes
DocStr16475;Defines the DragMode DependencyProperty;Defines the DragMode DependencyProperty
DocStr16476;Defines the MinTouchArea DependencyProperty;Defines the MinTouchArea DependencyProperty
DocStr16477;Gets or sets the DragMode of the {0}. This modifier may be used to scale the {1} or pan the {2} creating a scrolling or vertical pan effect;Gets or sets the DragMode of the {0}. This modifier may be used to scale the {1} or pan the {2} creating a scrolling or vertical pan effect
DocStr16478;Defines which YAxis to bind the YAxisDragModifier to, matching by string Id;Defines which YAxis to bind the YAxisDragModifier to, matching by string Id
DocStr16479;Gets or sets minimal area of recognition (min height for horizontal axis or min width for vertical), where user click or touch triggers zoom behavior;Gets or sets minimal area of recognition (min height for horizontal axis or min width for vertical), where user click or touch triggers zoom behavior
DocStr16480;Gets a value indicating whether the user is currently dragging the axis;Gets a value indicating whether the user is currently dragging the axis
DocStr16481;Called when the Chart Modifier is attached to the Chart Surface;Called when the Chart Modifier is attached to the Chart Surface
DocStr16482;Called immediately before the Chart Modifier is detached from the Chart Surface;Called immediately before the Chart Modifier is detached from the Chart Surface
DocStr16483;Sets passed cursor on current axis, or default cursor returned by {0};Sets passed cursor on current axis, or default cursor returned by {0}
DocStr16484;Gets the {0} instance, which current modifier is associated with, on the parent {1};Gets the {0} instance, which current modifier is associated with, on the parent {1}
DocStr16485;Gets whether the specified mouse point is within the second (right-most or top-most) half of the Axis bounds;Gets whether the specified mouse point is within the second (right-most or top-most) half of the Axis bounds
DocStr16486;The mouse point;The mouse point
DocStr16487;The axis bounds;The axis bounds
DocStr16488;Value, which indicates whether current axis is horizontal or not;Value, which indicates whether current axis is horizontal or not
DocStr16489;True if the point is within the second (right-most or top-most) half of the axis bounds, else false;True if the point is within the second (right-most or top-most) half of the axis bounds, else false
DocStr16490;Depending on axis orientation, returns a Cursor to show during mouse-over of the axis;Depending on axis orientation, returns a Cursor to show during mouse-over of the axis
DocStr16491;The axis instance;The axis instance
DocStr16492;Called when a Mouse Button is pressed on the parent {0};Called when a Mouse Button is pressed on the parent {0}
DocStr16493;Peforms a pan on the assocaited {0}. The pan is considered to be a drag from {1} to {2};Peforms a pan on the assocaited {0}. The pan is considered to be a drag from {1} to {2}
DocStr16494;The current mouse point;The current mouse point
DocStr16495;The last mouse point;The last mouse point
DocStr16496;Performs a Scale on the associated {0}. The scale is considered to be a drag from {1} to {2};Performs a Scale on the associated {0}. The scale is considered to be a drag from {1} to {2}
DocStr16497;Boolean flag to determine which side of the axis is scaled;Boolean flag to determine which side of the axis is scaled
DocStr16498;When overriden in a derived class, calculates an output {0} to apply to the associated {1}, given the input parameters;When overriden in a derived class, calculates an output {0} to apply to the associated {1}, given the input parameters
DocStr16499;The current mouse position;The current mouse position
DocStr16500;The last mouse position;The last mouse position
DocStr16501;A flag, which determines how the scale operates, e.g. which half of the axis (top or bottom, left or right) was dragged;A flag, which determines how the scale operates, e.g. which half of the axis (top or bottom, left or right) was dragged
DocStr16502;The axis being operated on;The axis being operated on
DocStr16503;The output {0};The output {0}
DocStr16504;A Relative-Range is defined as one that affects the {0}, not the {1}. This is used in cases where the YAxis or XAxis has {2} set to Always, and you still want to be able to drag the axis to set a constant, relative margin of spacing around the upper and lower bounds of the data;A Relative-Range is defined as one that affects the {0}, not the {1}. This is used in cases where the YAxis or XAxis has {2} set to Always, and you still want to be able to drag the axis to set a constant, relative margin of spacing around the upper and lower bounds of the data
DocStr16505;The input range, expecting a VisibleRange;The input range, expecting a VisibleRange
DocStr16506;The output {0} which can then be applied to the {1} property to get the same affect as applying the input visible-range;The output {0} which can then be applied to the {1} property to get the same affect as applying the input visible-range
DocStr16507;Defines the base class to a Chart Modifier, which can be used to extend the interactivity or rendering of the {0};Defines the base class to a Chart Modifier, which can be used to extend the interactivity or rendering of the {0}
DocStr16508;Defines the ReceiveHandledEvents DependencyProperty;Defines the ReceiveHandledEvents DependencyProperty
DocStr16509;Defines the IsEnabled Attached Property;Defines the IsEnabled Attached Property
DocStr16510;Defines the ExecuteOn DependencyProperty;Defines the ExecuteOn DependencyProperty
DocStr16511;Defines the MouseModifier DependencyProperty;Defines the MouseModifier DependencyProperty
DocStr16512;Returns a value indicating whether mouse events should be propagated to the mouse target;Returns a value indicating whether mouse events should be propagated to the mouse target
DocStr16513;Gets or sets a value indicating whether this element is enabled in the user interface (UI);Gets or sets a value indicating whether this element is enabled in the user interface (UI)
DocStr16514;"true if the element is enabled; otherwise, false. The default value is true";"true if the element is enabled; otherwise, false. The default value is true"
DocStr16515;Determines when the {0} executes, args.g. {1} will cause a zoom extents on mouse double click of the parent {2};Determines when the {0} executes, args.g. {1} will cause a zoom extents on mouse double click of the parent {2}
DocStr16516;Gets or sets a value, indicates whether current modifier handles events which have already been marked as handled;Gets or sets a value, indicates whether current modifier handles events which have already been marked as handled
DocStr16517;Gets modifier name;Gets modifier name
DocStr16518;Gets if the Left mouse button is currently down;Gets if the Left mouse button is currently down
DocStr16519;Gets if the Middle mouse button is currently down;Gets if the Middle mouse button is currently down
DocStr16520;Gets of the right mouse button is currently down;Gets of the right mouse button is currently down
DocStr16521;Gets or sets a Mouse Event Group, an ID used to share mouse events across multiple targets;Gets or sets a Mouse Event Group, an ID used to share mouse events across multiple targets
DocStr16522;Called when a Mouse DoubleClick occurs on the parent {0};Called when a Mouse DoubleClick occurs on the parent {0}
DocStr16523;Called when the Mouse Wheel is scrolled on the parent {0};Called when the Mouse Wheel is scrolled on the parent {0}
DocStr16524;Arguments detailing the mouse wheel operation;Arguments detailing the mouse wheel operation
DocStr16525;Called when a Multi-Touch Down interaction occurs on the parent {0};Called when a Multi-Touch Down interaction occurs on the parent {0}
DocStr16526;Arguments detailing the manipulation operation;Arguments detailing the manipulation operation
DocStr16527;Called when a Multi-Touch Move interaction occurs on the parent {0};Called when a Multi-Touch Move interaction occurs on the parent {0}
DocStr16528;Called when a Multi-Touch Up interaction occurs on the parent {0};Called when a Multi-Touch Up interaction occurs on the parent {0}
DocStr16529;Gets the {0} which provides access to services throughout Ultrachart. ServiceContainers are created one per {1} instance, and shared between peripheral components such as {2}, {3}, {4} instances. For a full list of available services, see the remarks on {5};Gets the {0} which provides access to services throughout Ultrachart. ServiceContainers are created one per {1} instance, and shared between peripheral components such as {2}, {3}, {4} instances. For a full list of available services, see the remarks on {5}
DocStr16530;The parent surface;The parent surface
DocStr16531;Transforms the input point relative to the {0} element. Can be used to transform points relative to the {1}, or {2} for instance;Transforms the input point relative to the {0} element. Can be used to transform points relative to the {1}, or {2} for instance
DocStr16532;The input point;The input point
DocStr16533;The {0} element to translate points relative to;The {0} element to translate points relative to
DocStr16534;The output point;The output point
DocStr16535;Gets whether the mouse point is within the bounds of the hit-testable element. Assumes the mouse-point has not been translated yet (performs translation);Gets whether the mouse point is within the bounds of the hit-testable element. Assumes the mouse-point has not been translated yet (performs translation)
DocStr16536;OBSOLETE;OBSOLETE
DocStr16537;Called with the {0}{1} changes. Overridden in derived classes;Called with the {0}{1} changes. Overridden in derived classes
DocStr16538;Called when the AnnotationCollection changes. Overridden in derived classes;Called when the AnnotationCollection changes. Overridden in derived classes
DocStr16539;Called when the parent UltrachartSurface is resized;Called when the parent UltrachartSurface is resized
DocStr16540;The {0} which contains the event arg data;The {0} which contains the event arg data
DocStr16541;Called when the parent {0} is rendered;Called when the parent {0} is rendered
DocStr16542;Sets the Cursor on the parent {0};Sets the Cursor on the parent {0}
DocStr16543;Called when the DataContext of the {0} changes;Called when the DataContext of the {0} changes
DocStr16544;Called when the mouse leaves the Master of current {0};Called when the mouse leaves the Master of current {0}
DocStr16545;Called when the mouse leaves the parent {0};Called when the mouse leaves the parent {0}
